db1.tbl3_batch.col1,db1.tbl3_batch.col2,db1.tbl3_batch.col3,db1.tbl3_batch.col4
140,1409,380,9455
910,1640,897,5913
403,61,1490,6156
929,149,1165,1846
731,64,1452,6984
403,853,1453,2105
817,1998,305,2482
600,1319,1574,5989
666,1482,1603,7829
413,1734,1155,6220
439,346,954,2550
232,734,1276,3946
979,354,712,7962
192,1391,583,5302
98,527,946,2495
950,1198,823,6404
112,77,439,1667
618,1255,399,5120
535,1595,700,878
280,1738,833,1824
999,501,1426,4995
948,386,411,7796
715,327,99,8945
522,1338,24,4904
349,352,868,8395
315,1302,1605,5301
716,1447,1377,4139
942,1679,476,10162
920,1582,1526,1155
499,809,1761,8492
536,1883,859,9696
912,1782,1058,6136
651,1600,1170,1881
634,1036,1927,872
435,674,1878,5359
522,793,232,573
777,1345,1561,10349
592,510,1507,1648
443,977,902,8656
821,1636,391,9319
620,215,541,8229
207,508,1523,2816
830,1314,1062,4430
755,1066,1193,2720
275,1838,1561,6807
496,661,1668,4074
772,1124,574,6333
296,474,1968,2839
373,1083,1976,877
574,990,72,8902
183,393,1781,5267
31,312,1461,9525
282,1012,964,4296
835,694,196,7142
872,976,1408,4486
431,907,930,5573
518,1519,1617,6589
685,1998,233,5491
461,1505,1388,967
870,391,546,10595
983,1453,1674,4986
367,1930,1275,9266
657,852,1242,10472
251,233,1711,7862
165,477,1598,1872
614,236,1056,9107
999,378,1025,3443
704,568,1450,9213
528,1673,278,6434
601,1308,1566,3556
370,1297,1034,3297
597,1538,1665,1454
102,670,903,2822
593,1153,1045,3615
125,134,531,8993
37,1153,1055,415
347,1448,1321,8755
212,1784,1708,6270
318,400,895,7736
997,708,1943,5960
736,1057,1789,5587
733,41,800,3722
425,1485,570,4255
246,1650,485,5649
647,710,1151,10345
285,1904,782,7135
230,1106,1558,9712
319,1651,673,2258
511,1542,361,5205
520,246,1215,7845
224,1893,313,7939
505,1396,443,8932
824,1218,1281,10799
106,870,1383,7733
698,1047,1675,4893
732,501,850,3518
606,891,1759,1983
706,592,406,3461
753,285,146,2836
741,10,275,5150
330,1708,963,6900
4,344,1783,4616
862,21,838,6969
467,1119,980,4571
515,583,1012,4064
775,1573,916,4927
937,1624,539,8594
764,1182,883,6242
162,371,1399,2803
652,1660,1957,5677
900,1060,100,8664
807,1535,657,2919
530,904,1162,4030
81,1901,631,6068
480,1308,365,8104
892,1513,324,10093
515,518,895,2144
639,76,233,9680
186,483,1487,7547
145,938,1490,6405
151,546,718,7073
362,604,964,7528
92,273,1714,570
30,26,575,1340
825,1240,1704,2968
539,1139,244,952
648,84,1622,10496
940,1473,1875,4876
601,88,548,8788
48,506,407,1442
878,1517,606,3501
257,542,948,2547
517,851,327,1155
540,1058,1556,892
409,1854,1883,548
155,1547,755,8598
774,1774,1526,9634
545,1858,626,4387
439,533,629,8947
236,1470,414,4254
649,1285,86,3575
367,1999,1853,7259
999,107,1042,8241
56,1402,159,1108
174,1773,749,3737
213,798,1438,9528
26,658,1470,1369
806,607,1578,1375
917,1236,1212,8607
118,811,1926,4034
146,1053,145,9338
867,1640,502,3790
264,1214,470,4809
402,1774,0,4327
257,1810,1906,3509
859,1087,755,8417
188,1552,1325,3580
826,233,72,3443
742,1626,483,6677
981,876,1731,5336
498,1857,136,2511
709,627,554,2636
238,1229,409,5570
326,1059,229,6584
69,261,1154,4616
928,447,185,7843
763,1297,1686,4482
973,1174,383,10716
704,464,465,2386
24,161,555,408
581,355,1263,5289
155,792,1022,3191
657,749,1190,7680
830,1904,234,5482
218,370,277,4663
560,1805,1235,949
378,475,1551,3296
891,1774,459,3004
193,1042,1348,1335
39,772,809,784
596,839,1895,6747
342,1033,1747,2072
502,527,1512,4887
449,514,1942,4572
335,1691,1517,3565
3,451,1559,2517
801,1063,301,2570
758,1773,1526,9057
516,17,1675,3002
496,593,188,4794
225,1803,103,9193
149,1367,1394,8141
237,373,1871,6681
659,1886,1976,6680
102,1804,889,6148
174,1666,248,8803
460,979,1593,9686
747,172,1345,1583
33,790,748,4735
683,839,399,1324
517,1553,547,3691
439,1536,63,2247
284,419,1866,7937
224,16,1815,6477
564,1762,974,4439
256,1266,478,9090
58,1972,1496,8952
943,452,269,3791
245,485,577,3857
518,1972,756,7580
213,583,1380,10127
927,345,701,9967
589,1987,1696,3143
700,1568,795,7020
952,1283,1345,2414
